procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4728852  52380 2393336    0    0     0     0  729  553  9  4 87  0  0
 1  0      0 4728612  52388 2393344    0    0     0    32  767  613  8  4 87  0  0
 1  0      0 4728612  52388 2393344    0    0     0    32  649  504  9  4 87  0  0
 1  0      0 4728360  52388 2393352    0    0     0     0  627  452  9  4 87  0  0
 1  0      0 4727856  52388 2393352    0    0     0     0  767  638  9  4 87  0  0
 1  0      0 4727856  52388 2393352    0    0     0     0  729  586  9  4 87  0  0
 2  0      0 4728108  52396 2393360    0    0     0    32  823  628  9  4 87  0  0
 1  0      0 4727856  52396 2393360    0    0     0    28  761  609  9  3 87  0  0
 1  0      0 4728372  52396 2393364    0    0     0     0  716  573  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4727868  52396 2393368    0    0     0     0  788  610  9  4 87  0  0
 2  0      0 4727616  52396 2393372    0    0     0     0  636  507  8  5 87  0  0
 4  0      0 4728120  52404 2393372    0    0     0    32  679  469  8  4 87  0  0
 1  0      0 4728372  52404 2393380    0    0     0    32  721  550  8  5 87  0  0
 1  0      0 4728372  52404 2393380    0    0     0     0  737  582  9  4 87  0  0
 1  0      0 4728372  52404 2393384    0    0     0     0  758  653  8  5 87  0  0
 1  0      0 4728120  52404 2393388    0    0     0     0  761  596  9  5 87  0  0
 1  0      0 4727880  52412 2393388    0    0     0    56  768  623  8  4 87  0  0
 1  0      0 4727880  52412 2393392    0    0     0     0  707  577  8  4 87  0  0
 1  0      0 4727880  52412 2393396    0    0     0    24  755  576  8  5 87  0  0
 1  0      0 4727880  52412 2393400    0    0     0     0  636  453  9  4 87  0  0
 1  0      0 4727628  52412 2393404    0    0     0     0  738  592  9  4 87  0  0
 1  0      0 4727628  52420 2393408    0    0     0    52  785  612  9  4 87  0  0
 1  0      0 4727628  52420 2393408    0    0     0     0  723  573  9  4 87  0  0
 1  0      0 4727388  52420 2393416    0    0     0   220  775  644  8  5 87  0  0
 1  0      0 4727388  52420 2393416    0    0     0     0  655  491  9  3 87  0  0
 1  0      0 4727388  52420 2393416    0    0     0     0  683  531  9  5 87  0  0
 1  0      0 4727388  52428 2393424    0    0     0    40  834  722  9  4 87  0  0
 1  0      0 4727388  52428 2393424    0    0     0     0  710  582  9  4 87  0  0
 1  0      0 4727148  52428 2393428    0    0     0    28  763  605  9  5 87  0  0
 1  0      0 4727108  52428 2393432    0    0     0     0  755  608  9  4 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4726916  52428 2393436    0    0     0     0  720  584  9  4 87  0  0
 1  0      0 4726916  52436 2393436    0    0     0    32  666  545  9  4 87  0  0
 1  0      0 4727672  52436 2393444    0    0     0     0  629  415  9  4 87  0  0
 1  0      0 4726664  52436 2393444    0    0     0     0  715  577  9  4 87  0  0
 2  0      0 4725908  52436 2393444    0    0     0    28  730  578  9  4 87  0  0
 1  0      0 4724912  52436 2393452    0    0     0     0  757  612  9  4 87  0  0
 1  0      0 4724920  52444 2393456    0    0     0    32  799  651  9  4 87  0  0
 1  0      0 4724656  52444 2393464    0    0     0     0  737  590  8  4 87  0  0
 1  0      0 4723180  52444 2393464    0    0     0     0  626  492  9  4 87  0  0
 2  0      0 4724216  52444 2393468    0    0     0    32  708  513  9  4 87  0  0
 3  0      0 4741248  52444 2393244    0    0     4     0  799  678  9  4 87  0  0
 1  0      0 4242420  52452 2794504    0    0   184   108 1417  849 28  5 67  0  0
 2  0      0 4479684  52452 2623040    0    0     0     0 5929 10739 12  3 85  0  0
 3  0      0 4263376  52452 2833184    0    0     0     0  772  713 11  2 87  0  0
 1  0      0 4242352  52452 2854384    0    0     0    40  878  869 12  1 87  0  0
 1  0      0 4228536  52468 2867992    0    0     0   192 1076 1083 12  2 87  0  0
 3  0      0 4668504  52468 2405912    0    0    32 98304 1542 1523 15  4 80  0  0
 4  0      0 4441860  52468 2624188    0    0     0     0 44257 86570 26  7 67  0  0
 3  0      0 4442112  52468 2624224    0    0     0     0 26724 51469 27  9 65  0  0
 5  0      0 4442112  52468 2624232    0    0     0     0 1492 1130 29  9 62  0  0
 3  0      0 4442364  52468 2624232    0    0     0    48 1805 1605 28 10 62  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4442652  52476 2624252    0    0     0   572 3539 5061 28  9 62  0  0
 3  0      0 4442904  52476 2624260    0    0     0     0 1608 1099 28 10 62  0  0
 3  0      0 4442376  52476 2624260    0    0     0     0 6417 10744 28 10 62  0  0
 3  0      0 4441644  52476 2624288    0    0     0     0 1726 1344 28 10 62  0  0
 3  0      0 4440636  52476 2624300    0    0     0    28 14878 27725 27  9 63  0  0
 3  0      0 4439880  52484 2624340    0    0     0    32 1826 1564 29  9 62  0  0
 4  0      0 4440108  52484 2624356    0    0     0     0 10604 19246 27 10 63  0  0
 4  0      0 4440888  52484 2624356    0    0     0     0 1669 1287 28 10 62  0  0
 3  0      0 4440132  52484 2624368    0    0     0     0 12067 22160 28  9 63  0  0
 3  0      0 4441152  52484 2624448    0    0     0    32 15970 29940 27  9 63  0  0
 3  0      0 4440900  52492 2624448    0    0     0    40 1833 1586 28 10 62  0  0
 3  0      0 4440396  52492 2624452    0    0     0     0 1563 1195 27 11 62  0  0
 3  0      0 4440396  52492 2624456    0    0     0     0 1470  993 28 10 62  0  0
 3  0      0 4440144  52492 2624460    0    0     0     0 1551 1092 28 10 61  0  0
 3  0      0 4440144  52492 2624460    0    0     0    24 2797 3523 28 10 62  0  0
 3  0      0 4440144  52500 2624476    0    0     0    32 1873 1615 28 10 61  0  0
 3  0      0 4439896  52500 2624476    0    0     0     0 18340 34709 27  9 63  0  0
 3  0      0 4439668  52500 2624492    0    0     0     0 12204 22479 28  9 63  0  0
 4  0      0 4439668  52500 2624500    0    0     0     0 8405 14856 29  8 63  0  0
 2  0      0 4439416  52500 2624528    0    0     0     0 17794 33693 26 10 64  0  0
 3  0      0 4439416  52508 2624540    0    0     0    72 3235 4359 27 12 62  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4438408  52508 2624548    0    0     0     0 9459 16863 29  9 62  0  0
 3  0      0 4438408  52508 2624552    0    0     0     0 1795 1625 28 10 62  0  0
 3  0      0 4438408  52508 2624564    0    0     0     0 4803 7671 28 10 62  0  0
 0  0      0 4439104  52508 2624564    0    0     0     0 1508  975 28 10 62  0  0
 3  0      0 4439428  52516 2624588    0    0     0    44 3756 5543 28 10 62  0  0
 3  0      0 4439944  52516 2624592    0    0     0     0 1700 1324 28 11 62  0  0
 3  0      0 4439944  52516 2624592    0    0     0     0 1688 1369 27 11 62  0  0
 3  0      0 4439452  52516 2624592    0    0     0     0 1625 1129 28 10 62  0  0
 3  0      0 4439200  52516 2624600    0    0     0     0 1598 1270 28 10 62  0  0
 3  0      0 4438248  52524 2624604    0    0     0 205580 2219 2332 27 11 60  1  0
 3  0      0 4437996  52524 2624656    0    0     0     0 1715 1340 29  9 62  0  0
 4  0      0 4437996  52524 2624660    0    0     0     0 2847 3520 28 10 62  0  0
 3  0      0 4437996  52524 2624668    0    0     0     0 3240 4296 27 12 62  0  0
 4  0      0 4437996  52524 2624672    0    0     0     0 4182 6323 27 10 62  0  0
 5  0      0 4437980  52536 2624704    0    0     0  2128 1812 1624 27 11 62  0  0
 3  0      0 4437760  52536 2624708    0    0     0    20 12448 22929 27 10 63  0  0
 3  0      0 4437760  52536 2624716    0    0     0     0 5167 8242 27 11 62  0  0
 3  0      0 4438516  52536 2624716    0    0     0     0 1789 1570 28 10 62  0  0
 3  0      0 4438264  52536 2624716    0    0     0     0 8487 15007 27 10 63  0  0
 3  0      0 4438264  52544 2624732    0    0     0    36 1672 1309 28 11 61  0  0
 3  0      0 4438264  52544 2624732    0    0     0    28 17716 33437 27  9 63  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 4438516  52544 2624744    0    0     0     0 2182 2399 28 10 62  0  0
 3  0      0 4438012  52544 2624748    0    0     0     0 1455  907 28 10 62  0  0
 3  0      0 4438012  52544 2624760    0    0     0     0 3519 4983 28 10 62  0  0
 3  0      0 4439788  52552 2624768    0    0     0    40 7304 12515 28  9 62  0  0
 3  0      0 4439788  52552 2624776    0    0     0    28 1412  843 28 10 62  0  0
 3  0      0 4439788  52552 2624776    0    0     0     0 1560 1000 29  9 62  0  0
 3  0      0 4439548  52552 2624776    0    0     0     0 1552 1105 29  9 62  0  0
 3  0      0 4439548  52552 2624784    0    0     0     0 1384  788 28 10 62  0  0
 3  0      0 4439296  52560 2624780    0    0     0    40 1461  883 29  9 62  0  0
 3  0      0 4439296  52560 2624788    0    0     0    28 5568 9161 29  9 62  0  0
 3  0      0 4439296  52560 2624800    0    0     0     0 9854 17669 29  8 63  0  0
 3  0      0 4439044  52560 2624800    0    0     0     0 1392  854 29  9 62  0  0
 5  0      0 4438792  52560 2624808    0    0     0     0 1535  888 28 11 61  0  0
 3  0      0 4438552  52568 2624816    0    0     0    36 2363 2809 29  9 62  0  0
 3  0      0 4438048  52568 2624820    0    0     0    28 1468  954 29  9 62  0  0
 3  0      0 4437292  52568 2624824    0    0     0     0 1439  811 28 10 62  0  0
 3  0      0 4436536  52568 2624828    0    0     0     0 3637 5199 28 10 62  0  0
 3  0      0 4436536  52568 2624828    0    0     0     0 1524  986 28 10 62  0  0
 3  0      0 4436536  52576 2624836    0    0     0    40 1473  983 28 10 62  0  0
 3  0      0 4437220  52576 2624836    0    0     0    28 1556 1128 27 11 62  0  0
 3  0      0 4437300  52576 2624840    0    0     0     0 6708 11508 27 10 62  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 4437816  52576 2624844    0    0     0     0 1570 1162 28 10 62  0  0
 3  0      0 4437240  52576 2624844    0    0     0     0 5833 9582 28 10 63  0  0
 3  0      0 4436304  52584 2624864    0    0     0    48 2383 2812 27 11 62  0  0
 3  0      0 4436304  52584 2624876    0    0     0     0 8570 15080 26 11 62  0  0
 3  0      0 4436304  52584 2624880    0    0     0    32 1431  920 29  9 62  0  0
 3  0      0 4436304  52584 2624880    0    0     0     0 1612 1213 27 12 62  0  0
 4  0      0 4436052  52584 2624896    0    0     0     0 13134 24257 27 10 63  0  0
 3  0      0 4436304  52592 2624904    0    0     0    88 18050 34172 28  9 64  0  0
 3  0      0 4436304  52592 2624912    0    0     0     0 4020 6013 28 10 62  0  0
 3  0      0 4435800  52592 2624912    0    0     0    28 1442  942 28 10 62  0  0
 3  0      0 4437144  52592 2624916    0    0     0     0 1431  845 28 10 62  0  0
 3  0      0 4435560  52592 2624920    0    0     0     0 11276 20532 28 10 63  0  0
 3  0      0 4435308  52600 2624952    0    0     0    36 6560 11144 29  9 63  0  0
 3  0      0 4435308  52600 2624952    0    0     0     0 2907 3839 28 10 62  0  0
 3  0      0 4435308  52600 2624960    0    0     0     0 10985 19921 28  9 63  0  0
 3  0      0 4436012  52600 2624968    0    0     0    36 1532  991 28 10 62  0  0
 3  0      0 4435832  52600 2624968    0    0     0     0 16056 30096 27 10 63  0  0
 3  0      0 4435580  52608 2624988    0    0     0    44 8781 15742 28  9 63  0  0
 3  0      0 4435580  52608 2624992    0    0     0     0 6014 10038 28 10 62  0  0
 4  0      0 4435328  52608 2625000    0    0     0     0 1666 1220 28 10 61  0  0
 3  0      0 4434836  52608 2625004    0    0     0    28 1425  855 28 10 61  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 4434836  52608 2625016    0    0     0     0 1553 1113 28 10 62  0  0
 4  0      0 4434836  52616 2625012    0    0     0    40 5901 9783 28 10 62  0  0
 5  0      0 4435592  52616 2625044    0    0     0     0 10340 18766 27 11 62  0  0
 5  0      0 4435592  52616 2625044    0    0     0     0 6418 10934 29  9 63  0  0
 4  0      0 4436108  52616 2625052    0    0     0     0 1431  934 29  9 62  0  0
 3  0      0 4435876  52624 2625052    0    0     0    72 1532  954 29  9 62  0  0
 3  0      0 4436308  52624 2625052    0    0     0     0 1449  849 29 10 62  0  0
 3  0      0 4436380  52624 2625056    0    0     0     0 1531  987 28 10 62  0  0
 3  0      0 4435888  52624 2625060    0    0     0     0 1525  916 28 10 62  0  0
 3  0      0 4435888  52624 2625060    0    0     0     0 1551 1138 28 10 62  0  0
 3  0      0 4433884  52632 2625056    0    0     0    76 1433  867 28 10 62  0  0
 3  0      0 4434136  52632 2625072    0    0     0     0 1582 1219 28  9 62  0  0
 3  0      0 4434136  52632 2625072    0    0     0     0 1383  817 28 10 62  0  0
 3  0      0 4434908  52632 2625080    0    0     0     0 1460  945 28 10 62  0  0
 3  0      0 4434896  52632 2625080    0    0     0     0 12925 23911 27  9 63  0  0
 4  0      0 4434672  52640 2625096    0    0     0    16 3648 5316 29  9 63  0  0
 3  0      0 4435444  52640 2625104    0    0     0    28 1407  849 27 10 62  0  0
 3  0      0 4435700  52640 2625104    0    0     0     0 1608 1133 29  9 62  0  0
 3  0      0 4436156  52640 2625104    0    0     0     0 5745 9488 27 11 62  0  0
 3  0      0 4436756  52640 2625128    0    0     0     0 1588 1123 28 10 62  0  0
 3  0      0 4436524  52648 2625136    0    0     0    44 1618 1123 28 10 62  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4436292  52648 2625136    0    0     0    88 1562 1089 29  9 62  0  0
 3  0      0 4435800  52648 2625140    0    0     0     0 1411  831 28 10 62  0  0
 3  0      0 4435808  52648 2625152    0    0     0     0 6829 11567 27 11 62  0  0
 3  0      0 4435808  52648 2625168    0    0     0     0 10771 19528 27 10 63  0  0
 3  0      0 4435304  52656 2625172    0    0     0    32 1675 1154 27 12 62  0  0
 3  0      0 4437068  52656 2625176    0    0     0    28 1496  839 27 11 62  0  0
 3  0      0 4436836  52656 2625188    0    0     0     0 9722 17487 27 10 63  0  0
 2  0      0 4436836  52656 2625188    0    0     0     0 1031  627 18  8 73  0  0
 2  0      0 4436596  52656 2625196    0    0     0     0 1019  460 18  8 74  0  0
 2  0      0 4434832  52664 2625204    0    0     0    40 11851 22186 19  6 75  0  0
 2  0      0 4434832  52664 2625224    0    0     0     0 7133 12791 18  7 75  0  0
 2  0      0 4435352  52664 2625228    0    0     0    28 1068  638 18  8 74  0  0
 2  0      0 4436116  52664 2625232    0    0     0     0 1096  589 19  8 74  0  0
 2  0      0 4436120  52664 2625232    0    0     0     0 1138  823 20  7 74  0  0
 2  0      0 4435868  52672 2625236    0    0     0    32  968  485 18  7 74  0  0
 2  0      0 4435868  52672 2625244    0    0     0     0 1062  578 19  7 74  0  0
 2  0      0 4435868  52672 2625256    0    0     0    32 11897 22357 18  7 75  0  0
 3  0      0 4435364  52672 2625260    0    0     0     0 1138  726 19  7 74  0  0
 2  0      0 4435364  52672 2625260    0    0     0     0 1032  597 19  7 75  0  0
 2  0      0 4435124  52680 2625268    0    0     0    52 1088  676 20  6 74  0  0
 3  0      0 4434872  52680 2625268    0    0     0     0 1083  614 18  7 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4434872  52680 2625272    0    0     0     0 1006  534 19  6 75  0  0
 2  0      0 4434872  52680 2625276    0    0     0    32 1064  609 18  7 75  0  0
 2  0      0 4434872  52680 2625276    0    0     0     0 1104  633 19  6 74  0  0
 3  0      0 4436384  52688 2625280    0    0     0    32 1186  789 19  7 75  0  0
 2  0      0 4436892  52688 2625284    0    0     0     0 1087  628 18  7 74  0  0
 3  0      0 4436640  52688 2625288    0    0     0     0 1035  614 19  6 75  0  0
 3  0      0 4436892  52688 2625288    0    0     0    28 3259 5155 19  6 75  0  0
 3  0      0 4436892  52688 2625296    0    0     0     0  975  545 19  7 75  0  0
 3  0      0 4434876  52696 2625296    0    0     0    40 1225  776 18  8 74  0  0
 3  0      0 4434888  52696 2625300    0    0     0     0 1174  687 19  6 74  0  0
 3  0      0 4434384  52696 2625308    0    0     0     0 1123  705 19  7 74  0  0
 2  0      0 4435140  52696 2625308    0    0     0     0 1038  681 19  6 75  0  0
 2  0      0 4435140  52696 2625316    0    0     0    28 1067  626 19  6 75  0  0
 3  0      0 4436904  52704 2625308    0    0     0    32 1192  797 19  6 74  0  0
 2  0      0 4436904  52704 2625320    0    0     0    52 1038  540 18  8 74  0  0
 3  0      0 4436904  52704 2625324    0    0     0     0  970  399 18  8 74  0  0
 3  0      0 4436652  52704 2625328    0    0     0     0 1036  675 19  6 75  0  0
 2  0      0 4437156  52712 2625328    0    0     0    76 1167  723 19  7 74  0  0
 3  0      0 4436904  52712 2625336    0    0     0     0 1147  799 19  7 74  0  0
 2  0      0 4436420  52712 2625336    0    0     0     0 1170  707 19  7 73  0  0
 2  0      0 4436420  52712 2625340    0    0     0     0 1121  689 19  8 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4436424  52712 2625352    0    0     0     0 7564 13676 19  7 74  0  0
 2  0      0 4435432  52720 2625352    0    0     0    20 1017  601 18  8 74  0  0
 2  0      0 4434940  52720 2625356    0    0     0    28 1038  652 19  7 75  0  0
 2  0      0 4434940  52720 2625360    0    0     0     0 1100  619 19  7 74  0  0
 2  0      0 4434940  52720 2625364    0    0     0     0 1019  612 19  7 74  0  0
 2  0      0 4434688  52720 2625372    0    0     0     0 9006 16464 18  7 75  0  0
 2  0      0 4434688  52728 2625380    0    0     0    40 1194  822 19  7 74  0  0
 2  0      0 4434436  52728 2625380    0    0     0    32 1144  743 19  7 74  0  0
 2  0      0 4434436  52728 2625388    0    0     0     0  953  468 19  7 74  0  0
 2  0      0 4434940  52728 2625388    0    0     0     0 1097  685 18  7 74  0  0
 2  0      0 4434436  52728 2625388    0    0     0     0 1597 1750 18  7 75  0  0
 2  0      0 4433932  52736 2625404    0    0     0    44 4851 8103 19  6 74  0  0
 2  0      0 4433680  52736 2625404    0    0     0     0 1045  609 18  7 75  0  0
 2  0      0 4433440  52736 2625408    0    0     0    28 1073  654 20  6 74  0  0
 2  0      0 4433692  52736 2625408    0    0     0     0  958  411 19  6 75  0  0
 2  0      0 4433944  52736 2625416    0    0     0     0 1176  746 19  7 74  0  0
 2  0      0 4433944  52744 2625416    0    0     0    32 1062  695 18  7 74  0  0
 2  0      0 4433944  52744 2625424    0    0     0     0 1176  817 19  7 74  0  0
 2  0      0 4435288  52744 2625432    0    0     0    32 9497 17518 18  7 75  0  0
 3  0      0 4435456  52744 2625444    0    0     0     0 2870 4311 19  7 75  0  0
 2  0      0 4436716  52744 2625452    0    0     0     0 1063  689 19  6 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4435468  52752 2625452    0    0     0    40 1082  623 20  6 74  0  0
 2  0      0 4435468  52752 2625464    0    0     0     0 1212  896 19  7 74  0  0
 2  0      0 4435468  52752 2625468    0    0     0     0 1102  683 18  8 74  0  0
 2  0      0 4435972  52752 2625472    0    0     0    32 1205  708 18  8 74  0  0
 3  0      0 4435972  52752 2625476    0    0     0     0  979  535 19  7 74  0  0
 3  0      0 4436224  52760 2625480    0    0     0    40  980  550 18  7 75  0  0
 2  0      0 4434208  52760 2625480    0    0     0    60 1254  866 19  7 74  0  0
 2  0      0 4433956  52760 2625488    0    0     0     0 1081  692 18  8 74  0  0
 2  0      0 4434712  52760 2625488    0    0     0    32 1160  686 19  7 74  0  0
 4  0      0 4434712  52760 2625496    0    0     0     0 19294 37142 18  6 76  0  0
 2  0      0 4434712  52768 2625504    0    0     0    32 1042  578 18  8 74  0  0
 2  0      0 4434712  52768 2625512    0    0     0     0 7734 14069 18  7 75  0  0
 2  0      0 4434712  52768 2625516    0    0     0     0 1202  851 18  8 74  0  0
 2  0      0 4434712  52768 2625520    0    0     0     0 1094  718 19  7 74  0  0
 2  0      0 4434220  52768 2625540    0    0     0    28 25332 49238 18  6 76  0  0
 2  0      0 4434220  52776 2625540    0    0     0    44 1026  636 20  6 74  0  0
 2  0      0 4433968  52776 2625548    0    0     0     0 1074  747 20  6 74  0  0
 2  0      0 4433968  52776 2625548    0    0     0     0  892  432 18  7 74  0  0
 2  0      0 4433968  52776 2625548    0    0     0     0 1113  684 19  8 74  0  0
 2  0      0 4433968  52776 2625552    0    0     0    28 1106  699 19  7 74  0  0
 2  0      0 4433968  52784 2625564    0    0     0    32 9196 16813 20  6 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4433968  52784 2625572    0    0     0     0 1152  821 19  7 74  0  0
 2  0      0 4433728  52784 2625572    0    0     0     0 1041  654 19  7 74  0  0
 2  0      0 4433980  52784 2625576    0    0     0     0  940  514 19  7 75  0  0
 2  0      0 4434232  52784 2625580    0    0     0     0 1015  611 19  7 74  0  0
 2  0      0 4433980  52792 2625584    0    0     0    76 1058  678 19  7 74  0  0
 2  0      0 4433728  52792 2625584    0    0     0     0 9931 18307 18  7 75  0  0
 3  0      0 4434484  52792 2625596    0    0     0     0 1034  605 19  6 75  0  0
 2  0      0 4434928  52792 2625600    0    0     0     0  965  578 19  7 75  0  0
 2  0      0 4434492  52792 2625600    0    0     0     0 1054  666 19  6 75  0  0
 2  0      0 4435040  52800 2625604    0    0     0    64 1055  608 19  7 74  0  0
 2  0      0 4434304  52800 2625608    0    0     0     0 1035  589 19  7 74  0  0
 2  0      0 4435824  52800 2625612    0    0     0     0 1080  704 19  7 74  0  0
 2  0      0 4434828  52800 2625616    0    0     0     0 1102  654 19  7 74  0  0
 2  0      0 4434576  52800 2625628    0    0     0     0 10698 20049 17  7 75  0  0
 2  0      0 4434576  52808 2625620    0    0     0    20 1068  515 18  8 74  0  0
 2  0      0 4434576  52808 2625628    0    0     0    28 1156  732 18  8 74  0  0
 2  0      0 4434576  52808 2625632    0    0     0     0 1155  736 19  8 74  0  0
 2  0      0 4435080  52808 2625636    0    0     0     0 1092  639 19  7 74  0  0
 2  0      0 4435080  52808 2625656    0    0     0     0 19204 37020 17  7 75  0  0
 2  0      0 4435080  52816 2625656    0    0     0    32 8447 15474 19  6 75  0  0
 2  0      0 4435080  52816 2625664    0    0     0    72  930  490 19  7 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4435584  52816 2625664    0    0     0     0 1090  720 20  6 74  0  0
 2  0      0 4436088  52816 2625672    0    0     0     0 1047  594 19  7 74  0  0
 2  0      0 4435596  52816 2625672    0    0     0     0 1147  690 19  8 73  0  0
 2  0      0 4436352  52824 2625680    0    0     0    44 1105  694 19  7 74  0  0
 2  0      0 4435848  52824 2625680    0    0     0     0 1127  661 19  7 74  0  0
 2  0      0 4435848  52824 2625684    0    0     0    32 5475 9532 18  7 75  0  0
 2  0      0 4436604  52824 2625688    0    0     0     0 1019  640 19  7 74  0  0
 1  0      0 4436352  52824 2625688    0    0     0     0  853  660 12  4 84  0  0
 1  0      0 4436352  52832 2625692    0    0     0    36  747  590  9  4 87  0  0
 1  0      0 4436352  52832 2625696    0    0     0     0  721  545  9  3 87  0  0
 1  0      0 4436352  52832 2625700    0    0     0    32  753  605 10  4 87  0  0
 1  0      0 4436352  52832 2625700    0    0     0     0  708  556  9  4 86  0  0
 1  0      0 4436100  52832 2625708    0    0     0     0  655  523 10  3 87  0  0
 2  0      0 4436100  52840 2625712    0    0     0    40  913  468 17  6 77  0  0
 2  0      0 4435848  52840 2625712    0    0     0     0 1133  673 19  7 74  0  0
 2  0      0 4435608  52840 2625724    0    0     0    28 2791 3980 18  8 74  0  0
 2  0      0 4435356  52840 2625736    0    0     0     0 1948 2365 19  7 74  0  0
 2  0      0 4434600  52840 2625740    0    0     0     0 1083  664 20  6 74  0  0
 2  0      0 4434600  52848 2625740    0    0     0    36 1046  644 19  7 74  0  0
 2  0      0 4434356  52848 2625752    0    0     0     0 2811 4035 19  7 74  0  0
 2  0      0 4436624  52848 2625764    0    0     0     0 8902 16295 19  6 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4436372  52848 2625768    0    0     0    28 1093  603 19  7 74  0  0
 2  0      0 4436372  52848 2625772    0    0     0     0 1123  740 19  7 74  0  0
 2  0      0 4437076  52856 2625764    0    0     0    32 1167  582 18  8 74  0  0
 2  0      0 4436896  52856 2625776    0    0     0     0 1098  603 18  8 74  0  0
 1  0      0 4437156  52856 2625776    0    0     0     0 1328 1188 18  8 74  0  0
 2  0      0 4436148  52856 2625792    0    0     0    32 6882 12257 18  7 75  0  0
 2  0      0 4436176  52856 2625800    0    0     0     0 18623 35755 18  6 76  0  0
 2  0      0 4437184  52864 2625816    0    0     0    48 2269 3111 19  6 75  0  0
 2  0      0 4436932  52864 2625816    0    0     0     0 1009  629 19  7 74  0  0
 2  0      0 4436944  52864 2625820    0    0     0     0 1136  701 19  7 74  0  0
 2  0      0 4437700  52864 2625820    0    0     0     0 1185  785 19  7 74  0  0
 2  0      0 4438456  52864 2625828    0    0     0    28 1111  728 18  8 74  0  0
 2  0      0 4438708  52872 2625828    0    0     0    32 1094  667 18  8 74  0  0
 2  0      0 4438456  52872 2625832    0    0     0    52 1165  717 17  9 74  0  0
 2  0      0 4440220  52872 2625836    0    0     0     0 1045  573 19  7 74  0  0
 2  0      0 4438936  52872 2625836    0    0     0     0 1096  696 18  8 74  0  0
 2  0      0 4438960  52872 2625844    0    0     0    32 1002  516 18  7 74  0  0
 2  0      0 4439968  52880 2625844    0    0     0    40 4153 6892 19  7 75  0  0
 2  0      0 4441228  52880 2625860    0    0     0     0 1100  727 19  7 74  0  0
 2  0      0 4440472  52880 2625860    0    0     0     0 1029  610 19  7 74  0  0
 2  0      0 4440724  52880 2625864    0    0     0     0 1014  585 18  7 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 4439988  52880 2625868    0    0     0     0 1013  622 18  8 74  0  0
 2  0      0 4438980  52888 2625860    0    0     0    60 1002  611 18  7 74  0  0
 2  0      0 4437972  52888 2625876    0    0     0     0 1020  510 19  6 74  0  0
 2  0      0 4437720  52888 2625876    0    0     0     0 10484 19486 18  7 75  0  0
 2  0      0 4437720  52888 2625884    0    0     0     0 1145  703 18  8 74  0  0
 3  0      0 4438992  52888 2625884    0    0     0     0 1017  575 19  7 74  0  0
 2  0      0 4438992  52896 2625884    0    0     0    64 3218 4921 19  7 74  0  0
 2  0      0 4438992  52896 2625892    0    0     0     0 3105 4744 18  7 75  0  0
